DATE,AluminumPM2.5LC,AmbientMaxTemperature,AmbientMinTemperature,AmbientTemperature,AmmoniumIonPM2.5LC,AntimonyPM2.5LC,ArsenicPM2.5LC,BariumPM2.5LC,BrominePM2.5LC,CadmiumPM2.5LC,CalciumPM2.5LC,CarbonateCarbonCSNPM2.5LCTOT,CeriumPM2.5LC,CesiumPM2.5LC,ChlorinePM2.5LC,ChromiumPM2.5LC,CobaltPM2.5LC,CopperPM2.5LC,EC1CSN_RevUnadjustedPM2.5LC,EC2CSN_RevUnadjustedPM2.5LC,EC3CSN_RevUnadjustedPM2.5LC,ECCSN_RevUnadjustedPM2.5LCTOR,ECCSN_RevUnadjustedPM2.5LCTOT,ECCSNPM2.5LCTOT,EuropiumPM2.5LC,GalliumPM2.5LC,GoldPM2.5LC,HafniumPM2.5LC,IndiumPM2.5LC,IridiumPM2.5LC,IronPM2.5LC,LanthanumPM2.5LC,LeadPM2.5LC,MagnesiumPM2.5LC,ManganesePM2.5LC,MercuryPM2.5LC,MolybdenumPM2.5LC,NickelPM2.5LC,NiobiumPM2.5LC,OC1CSN_RevUnadjustedPM2.5LC,OC1CSNUnadjustedPM2.5LCTOT,OC2CSN_RevUnadjustedPM2.5LC,OC2CSNUnadjustedPM2.5LCTOT,OC3CSN_RevUnadjustedPM2.5LC,OC3CSNUnadjustedPM2.5LCTOT,OC4CSN_RevUnadjustedPM2.5LC,OC4CSNUnadjustedPM2.5LCTOT,OCCSN_RevUnadjustedPM2.5LCTOR,OCCSN_RevUnadjustedPM2.5LCTOT,OCCSNUnadjustedPM2.5LCTOT,OPCSN_RevUnadjustedPM2.5LCTOR,OPCSN_RevUnadjustedPM2.5LCTOT,OPCSNPM2.5LCTOT,PhosphorusPM2.5LC,PotassiumIonPM2.5LC,PotassiumPM2.5LC,RubidiumPM2.5LC,SamariumPM2.5LC,SampleBaroPressure,SampleMaxBaroPressure,SampleMinBaroPressure,ScandiumPM2.5LC,SeleniumPM2.5LC,SiliconPM2.5LC,SilverPM2.5LC,SodiumIonPm2.5LC,SodiumPM2.5LC,StrontiumPM2.5LC,SulfatePM2.5LC,SulfurPM2.5LC,TantalumPM2.5LC,TerbiumPM2.5LC,TinPM2.5LC,TitaniumPM2.5LC,TotalNitratePM2.5LC,TungstenPM2.5LC,VanadiumPM2.5LC,YttriumPM2.5LC,ZincPM2.5LC,ZirconiumPM2.5LC
2/15/2011,NA,19.6,5.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,762,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/16/2011,NA,21,3.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,763,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/17/2011,0.021,24.06666667,9.533333333,16.25,0.584,0.025,0,0,0.0161,0.016,0.0251,NA,0,0.004,0.042,0.004,0,0,2.31,0.0481,0,1.49,0.899,NA,NA,NA,NA,NA,0.014,NA,0.125,NA,0.009,0,0.004,NA,NA,0.001,NA,0.411,NA,1.4,NA,2.17,NA,1.01,NA,5.86,6.45,NA,0.865,1.46,NA,0,0.076,0.0775,0,NA,757.5,760,755.6666667,NA,0.001,0.073,0.022,0.302,0.122,0,1.81,0.686,NA,NA,0.003,0.0041,0.776,NA,0,NA,0.017,0.002
2/18/2011,NA,27,12.2,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,758,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/19/2011,NA,25.2,12.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,759,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/20/2011,0.027,18.2,8.475,12.96666667,0.171,0,0,0,0.0017,0.008,0.0158,NA,0,0,0.016,0.001,0,0.0035,0.586,0.0352,0,0.301,0.216,NA,NA,NA,NA,NA,0,NA,0.0368,NA,0,0,0,NA,NA,0,NA,0.065,NA,0.32,NA,0.515,NA,0.339,NA,1.56,1.64,NA,0.321,0.406,NA,0,0.033,0.026,0,NA,758,761,753.25,NA,0,0.036,0,0.297,0,0,0.504,0.151,NA,NA,0,0,0.162,NA,0,NA,0.0028,0.002
2/21/2011,NA,24.8,9.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,753,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/2011,NA,26.3,9.4,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,756,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/23/2011,0.015,17,3.066666667,9.9,1.27,0,0,0,0.0019,0,0.0102,NA,0,0,0.0082,0,0,0,1.44,0.0674,0,0.698,0.325,NA,NA,NA,NA,NA,0,NA,0.0449,NA,0,0,0,NA,NA,0,NA,0.227,NA,0.723,NA,0.678,NA,0.562,NA,3,3.37,NA,0.806,1.18,NA,0,0.03,0.036,0.001,NA,758,760,754.6666667,NA,0.001,0.028,0,0.041,0.014,0,2.29,0.759,NA,NA,0.019,0,1.38,NA,0.002,NA,0.004,0
2/24/2011,NA,25,6.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,759,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/2011,NA,24.3,12.6,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,754,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/26/2011,0.221,20.475,4.775,11.9,1.37,0.004,0,0,0.0174,0,0.0422,NA,0,0,0.0125,0.1,0.0027,0.0186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.437,NA,0.001,0,0.002,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.043,0,NA,755.6666667,758.75,753.25,NA,0.001,0.14,0,0.02,0.037,0,3.63,1.13,NA,NA,0,0.001,0.397,NA,0,NA,0.0067,0
2/27/2011,NA,28.9,7.4,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,756,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/2011,NA,29.2,13.7,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,753,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/1/2011,0.007,17.7,5.033333333,13.1,0.321,0,0,0,0.002,0,0.0089,NA,0,0,0.003,0,0.001,0,0.736,0.0676,0,0.478,0.268,NA,NA,NA,NA,NA,0,NA,0.0341,NA,0.002,0,0.001,NA,NA,0,NA,0.159,NA,0.419,NA,0.62,NA,0.221,NA,1.74,1.95,NA,0.325,0.536,NA,0,0,0.0263,0,NA,756,759.6666667,748.6666667,NA,0,0.036,0,0,0.024,0,1.09,0.331,NA,NA,0,0.001,0.199,NA,0,NA,0,0
3/2/2011,NA,22,3.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,761,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/3/2011,NA,20.5,7.7,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,765,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/4/2011,0.024,17.575,2.95,10.1,0.428,0,0,0,0.0044,0,0.0196,NA,0,0,0.036,0.001,0.001,0.0029,0.943,0.0265,0,0.514,0.323,NA,NA,NA,NA,NA,0,NA,0.027,NA,0.002,0.022,0,NA,NA,0,NA,0.181,NA,0.688,NA,1.57,NA,0.847,NA,3.74,3.93,NA,0.455,0.647,NA,0,0.053,0.0549,0,NA,764.3333333,766.75,761.5,NA,0,0.025,0,0.279,0.251,0,1.16,0.393,NA,NA,0,0.002,0.986,NA,0,NA,0,0
3/5/2011,NA,20.7,9.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,762,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/2011,NA,20.6,6.8,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,753,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/7/2011,0.001,14.83333333,0.6,7.75,0.81,0,0,0,0.002,0,0.0075,NA,0,0,0.003,0.001,0,0.003,0.972,0.0496,0,0.639,0.345,NA,NA,NA,NA,NA,0,NA,0.0483,NA,0.002,0,0.001,NA,NA,0,NA,0.097,NA,0.552,NA,0.38,NA,0.334,NA,1.75,2.04,NA,0.382,0.677,NA,0,0,0.023,0,NA,755,758.6666667,750.6666667,NA,0,0.015,0,0.04,0,0,2.39,0.79,NA,NA,0,0.004,0.186,NA,0,NA,0.0072,0
3/8/2011,NA,19.5,3.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,762,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/2011,NA,22.5,11.2,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,761,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/10/2011,0.016,16.425,6.55,12.725,0.315,0,0,0,0.0071,0,0.0127,NA,0,0,0,0.001,0,0,0.399,0.0476,0,0.198,0.144,NA,NA,NA,NA,NA,0,NA,0.0251,NA,0,0,0,NA,NA,0,NA,0.039,NA,0.236,NA,0.375,NA,0.201,NA,1.1,1.15,NA,0.249,0.302,NA,0,0,0.011,0.0016,NA,750.25,753.25,747.75,NA,0,0.002,0,0.04,0,0,1.21,0.381,NA,NA,0.005,0,0.463,NA,0,NA,0,0
3/11/2011,NA,15.1,4.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,756,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/12/2011,NA,24.5,1.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,758,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/2011,0.034,26.43333333,8.233333333,17.95,0.708,0,0,0.004,0.0132,0,0.0339,NA,0,0,0.004,0,0,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0484,NA,0.004,0.001,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.102,0.0863,0,NA,755.5,757.3333333,754,NA,0,0.084,0,0.04,0,0,1.74,0.59,NA,NA,0,0.003,0.325,NA,0,NA,0.0061,0
3/14/2011,NA,24,11.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,759,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/2011,NA,20.9,9.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,760,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/2011,0.026,16.525,7.025,10.43333333,1.79,0,0,0,0.0058,0,0.005,NA,0,0,0.0092,0.002,0,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0506,NA,0.001,0,0.001,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.071,0.0475,0,NA,758.3333333,760,755.75,NA,0,0.004,0,0.04,0,0,3.46,1.1,NA,NA,0,0.001,2.56,NA,0,NA,0.0075,0
3/17/2011,NA,24.7,5.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,762,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/2011,NA,30.8,11.2,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,758,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2011,0.022,29.66666667,12.53333333,21.6,0.891,0,0,0,0.0098,0.011,0.0284,NA,0,0,0.0052,0.002,0.001,0.0027,1.9,0.0387,3.00E-04,0.96,0.474,NA,NA,NA,NA,NA,0,NA,0.0909,NA,0.002,0,0.001,NA,NA,0,NA,0.396,NA,0.953,NA,1.55,NA,0.933,NA,4.82,5.3,NA,0.983,1.47,NA,0,0.066,0.0847,0,NA,756.5,761.3333333,754,NA,0.001,0.082,0,0.091,0.084,0,2.88,0.971,NA,NA,0,0.001,0.408,NA,0.001,NA,0.0091,0.002
3/20/2011,NA,23.9,13.1,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,765,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/2011,0.072,30.4,13.35,22.56666667,1.04,0.055,0.002,0,0.0422,0,0.0389,NA,0,0.007,0.0142,0.004,0.001,0.0057,1.6,0.0261,0,0.605,0.295,NA,NA,NA,NA,NA,0,NA,0.0742,NA,0,0,0,NA,NA,0.001,NA,0.438,NA,0.965,NA,1.59,NA,0.949,NA,4.96,5.27,NA,1.02,1.33,NA,0,0.093,0.096,0,NA,753,756.25,749.75,NA,0.001,0.1,0.001,0.13,0.083,0,2.85,0.99,NA,NA,0,0.004,0.321,NA,0,NA,0.0062,0
3/23/2011,NA,28.9,18,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,750,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/2011,NA,23,11.5,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,751,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/2011,0.011,20.66666667,7.033333333,12.8,1.02,0,0,0,0.0079,0,0.0111,NA,0,0,0.0051,0,0.001,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0936,NA,0,0,0.002,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.039,0.0252,0,NA,751,754,749,NA,0,0.038,0,0.02,0,0,2.57,0.91,NA,NA,0,0.002,0.25,NA,0,NA,0.0049,0
3/26/2011,NA,17,9.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,751,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/2011,NA,10.3,5.8,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,754,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2011,0.021,7.85,3.3,5.533333333,1.8,0,0,0,0.0038,0,0.006,NA,0,0,0.006,0.001,0,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0199,NA,0.002,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.049,0.033,0,NA,754.6666667,757.5,751.25,NA,0,0.013,0,0.04,0.004,0,4.45,1.41,NA,NA,0,0,1.09,NA,0,NA,0.0052,0.0035
3/29/2011,NA,20.5,2.4,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,758,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2011,NA,14.5,10.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,754,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2011,NA,11.3,9.1,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606,0.0772,0,0.368,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,0.379,NA,0.346,NA,0.191,NA,1.3,1.52,NA,0.315,0.539,NA,NA,NA,NA,NA,NA,744,747,740.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2011,NA,17.3,6.8,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,757,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/2/2011,NA,22.8,6.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,762,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2011,0.037,26.95,3.6,16.1,0.224,0.019,0,0,0.0089,0.004,0.0166,NA,0,0,0,0.006,0.002,0.0045,0.58,0.0789,0,0.359,0.198,NA,NA,NA,NA,NA,0,NA,0.0945,NA,0.006,0,0.002,NA,NA,0,NA,0.09,NA,0.381,NA,0.553,NA,0.294,NA,1.62,1.78,NA,0.299,0.46,NA,0,0.066,0.0228,0,NA,758,760.5,754,NA,0,0.03,0.001,0.04,0.007,0.001,0.83,0.285,NA,NA,0,0.004,0.547,NA,0,NA,0.0052,0
4/4/2011,NA,31.9,12.6,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,762,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2011,NA,23.4,8.7,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,763,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2011,0.019,21.93333333,2.366666667,13.15,0.481,0,0,0,0.0114,0,0.0198,NA,0,0,0.005,0.002,0.001,0,0.722,0.0532,0,0.445,0.235,NA,NA,NA,NA,NA,0.016,NA,0.0557,NA,0.002,0,0,NA,NA,0,NA,0.114,NA,0.42,NA,0.423,NA,0.336,NA,1.62,1.83,NA,0.329,0.54,NA,0,0.051,0.031,0.001,NA,759.5,762,754.6666667,NA,0,0.036,0,0.04,0,0,1.65,0.582,NA,NA,0,0,0.271,NA,0,NA,0.004,0
